PO ID,PO Date,Supplier ID,Category ID,Business Unit,Contract ID,Qty Ordered,Unit Price,Total Amount,Cycle Time (Days),Actual Delivery,Requested Delivery,On Time?,Delivery Variance (Days),Defect Rate (%),Payment Terms (Days),PO Status
PO-03453,03/16/2023,SUP-041,CAT-01,BU-04,,343,"$4,806.15","$1,648,510.33",23,04/15/2023,04/08/2023,0,7,9.47%,60,Pending
PO-03454,03/22/2023,SUP-004,CAT-13,BU-08,CON-0085,334,"$12,181.84","$4,068,734.84",16,04/06/2023,04/07/2023,1,-1,6.66%,60,Completed
PO-03455,10/19/2023,SUP-073,CAT-09,BU-07,CON-0073,498,$533.06,"$265,465.59",14,11/02/2023,11/02/2023,1,0,0.53%,90,Completed
PO-03456,05/07/2023,SUP-071,CAT-15,BU-05,,425,$301.44,"$128,112.03",11,05/18/2023,05/18/2023,1,0,7.59%,60,Pending
PO-03457,02/12/2023,SUP-058,CAT-04,BU-04,CON-0062,165,"$27,350.60","$4,512,848.97",28,03/10/2023,03/12/2023,1,-2,3.45%,90,Completed
PO-03458,03/04/2023,SUP-004,CAT-02,BU-04,,10,"$30,094.90","$300,948.96",22,03/23/2023,03/26/2023,1,-3,2.92%,60,Completed
PO-03459,05/12/2023,SUP-054,CAT-14,BU-07,CON-0023,373,"$2,781.06","$1,037,336.66",21,05/30/2023,06/02/2023,1,-3,7.78%,60,Completed
PO-03460,08/02/2023,SUP-035,CAT-07,BU-04,,95,$179.31,"$17,034.66",19,08/20/2023,08/21/2023,1,-1,4.18%,30,Completed
PO-03461,11/15/2023,SUP-048,CAT-01,BU-07,CON-0095,99,"$8,372.02","$828,829.85",30,12/15/2023,12/15/2023,1,0,4.36%,30,Completed
PO-03462,03/25/2023,SUP-008,CAT-10,BU-06,,406,$649.74,"$263,792.48",30,04/22/2023,04/24/2023,1,-2,1.38%,60,Completed
PO-03463,08/28/2023,SUP-055,CAT-01,BU-03,,443,"$3,509.83","$1,554,856.42",20,09/30/2023,09/17/2023,0,13,7.66%,30,Completed
PO-03464,05/28/2023,SUP-060,CAT-12,BU-04,CON-0091,448,$252.52,"$113,127.20",16,06/10/2023,06/13/2023,1,-3,7.66%,60,Completed
PO-03465,08/03/2023,SUP-054,CAT-12,BU-03,,333,$92.34,"$30,750.25",19,08/19/2023,08/22/2023,1,-3,4.35%,60,Completed
PO-03466,04/02/2023,SUP-056,CAT-01,BU-07,,434,"$3,095.47","$1,343,435.52",15,04/16/2023,04/17/2023,1,-1,1.73%,60,Completed
PO-03467,05/04/2023,SUP-059,CAT-02,BU-08,,305,$813.61,"$248,151.30",25,06/12/2023,05/29/2023,0,14,4.10%,60,Completed
PO-03468,12/20/2023,SUP-050,CAT-08,BU-01,CON-0100,442,$933.95,"$412,806.46",11,12/29/2023,12/31/2023,1,-2,1.13%,90,Completed
PO-03469,04/16/2023,SUP-070,CAT-13,BU-05,CON-0096,465,"$10,067.25","$4,681,273.36",23,05/07/2023,05/09/2023,1,-2,4.19%,30,Completed
PO-03470,06/17/2023,SUP-051,CAT-05,BU-07,CON-0115,96,"$1,687.63","$162,012.90",45,08/02/2023,08/01/2023,0,1,13.47%,30,Completed
PO-03471,10/19/2023,SUP-057,CAT-14,BU-02,CON-0084,182,"$4,556.50","$829,283.82",2,10/19/2023,10/21/2023,1,-2,2.56%,30,Completed
PO-03472,08/07/2023,SUP-050,CAT-01,BU-08,CON-0040,229,$850.59,"$194,785.07",30,09/03/2023,09/06/2023,1,-3,2.94%,90,Completed
PO-03473,07/18/2023,SUP-024,CAT-13,BU-05,CON-0085,425,"$4,329.03","$1,839,838.46",41,09/01/2023,08/28/2023,0,4,10.69%,30,Completed
PO-03474,02/14/2023,SUP-042,CAT-04,BU-01,CON-0062,339,"$1,747.13","$592,276.18",18,03/04/2023,03/04/2023,1,0,10.66%,60,Completed
PO-03475,11/18/2023,SUP-011,CAT-01,BU-04,,187,"$7,752.00","$1,449,624.87",10,11/25/2023,11/28/2023,1,-3,5.96%,90,Completed
PO-03476,09/19/2023,SUP-003,CAT-08,BU-01,,157,"$17,885.84","$2,808,077.04",16,10/02/2023,10/05/2023,1,-3,6.39%,60,Completed
PO-03477,06/18/2023,SUP-009,CAT-01,BU-06,,465,"$3,608.17","$1,677,798.12",19,07/04/2023,07/07/2023,1,-3,15.00%,90,Completed
PO-03478,10/03/2023,SUP-080,CAT-06,BU-03,CON-0061,219,"$91,490.94","$20,036,516.75",45,12/01/2023,11/17/2023,0,14,12.92%,30,Completed
PO-03479,07/27/2023,SUP-038,CAT-13,BU-05,CON-0085,370,"$13,318.89","$4,927,988.06",8,08/04/2023,08/04/2023,1,0,2.28%,90,Completed
PO-03480,08/27/2023,SUP-078,CAT-15,BU-05,,241,$24.44,"$5,889.74",8,09/01/2023,09/04/2023,1,-3,3.40%,30,Completed
PO-03481,07/12/2023,SUP-071,CAT-06,BU-03,,332,"$6,813.97","$2,262,238.72",22,08/02/2023,08/03/2023,1,-1,5.91%,60,Completed
PO-03482,12/01/2023,SUP-005,CAT-12,BU-04,,443,"$1,087.39","$481,714.58",8,12/08/2023,12/09/2023,1,-1,1.77%,30,Completed
PO-03483,03/06/2023,SUP-020,CAT-02,BU-05,CON-0107,331,"$1,541.86","$510,355.73",10,03/15/2023,03/16/2023,1,-1,7.05%,30,Completed
PO-03484,10/06/2023,SUP-047,CAT-06,BU-02,CON-0029,441,$843.66,"$372,053.40",19,10/24/2023,10/25/2023,1,-1,7.53%,90,Completed
PO-03485,08/05/2023,SUP-057,CAT-08,BU-08,CON-0102,157,$361.22,"$56,711.31",15,08/20/2023,08/20/2023,1,0,1.52%,30,Completed
PO-03486,02/22/2023,SUP-047,CAT-10,BU-06,,404,$858.54,"$346,849.15",12,03/03/2023,03/06/2023,1,-3,1.82%,90,Completed
PO-03487,01/28/2023,SUP-044,CAT-07,BU-08,,495,$268.48,"$132,896.91",18,02/19/2023,02/15/2023,0,4,2.48%,60,Completed
PO-03488,07/12/2023,SUP-048,CAT-07,BU-04,,8,"$51,299.36","$410,394.91",23,08/04/2023,08/04/2023,1,0,2.70%,30,Completed
PO-03489,09/06/2023,SUP-041,CAT-14,BU-03,CON-0099,129,"$3,134.85","$404,395.88",37,10/11/2023,10/13/2023,1,-2,9.83%,60,Completed
PO-03490,09/16/2023,SUP-074,CAT-01,BU-07,CON-0104,115,"$24,768.02","$2,848,322.76",7,09/23/2023,09/23/2023,1,0,2.13%,60,Completed
PO-03491,02/11/2023,SUP-042,CAT-10,BU-01,CON-0093,457,$850.43,"$388,646.21",24,03/05/2023,03/07/2023,1,-2,9.23%,60,Completed
PO-03492,11/24/2023,SUP-045,CAT-14,BU-08,CON-0099,232,"$1,530.44","$355,061.03",2,11/24/2023,11/26/2023,1,-2,1.89%,90,Completed
PO-03493,10/17/2023,SUP-060,CAT-05,BU-04,CON-0115,69,$218.41,"$15,070.00",28,11/12/2023,11/14/2023,1,-2,6.29%,60,Completed
PO-03494,05/22/2023,SUP-011,CAT-08,BU-07,CON-0100,436,"$11,193.24","$4,880,253.57",11,06/02/2023,06/02/2023,1,0,6.23%,90,Completed
PO-03495,02/07/2023,SUP-039,CAT-01,BU-02,CON-0068,474,"$4,334.85","$2,054,717.04",17,02/24/2023,02/24/2023,1,0,2.48%,30,Completed
PO-03496,12/08/2023,SUP-057,CAT-04,BU-08,,498,$118.42,"$58,973.55",15,12/21/2023,12/23/2023,1,-2,1.62%,30,Completed
PO-03497,03/24/2023,SUP-010,CAT-01,BU-03,CON-0056,200,"$10,777.64","$2,155,527.04",14,04/07/2023,04/07/2023,1,0,2.06%,90,Completed
PO-03498,11/07/2023,SUP-063,CAT-10,BU-07,,321,$478.46,"$153,586.43",17,11/29/2023,11/24/2023,0,5,7.58%,60,Completed
PO-03499,08/18/2023,SUP-027,CAT-14,BU-05,CON-0084,68,"$16,593.63","$1,128,366.76",11,08/29/2023,08/29/2023,1,0,0.37%,30,Completed
PO-03500,04/15/2023,SUP-010,CAT-12,BU-07,,409,$541.27,"$221,378.81",12,04/26/2023,04/27/2023,1,-1,1.02%,90,Cancelled
PO-03501,01/13/2023,SUP-068,CAT-03,BU-04,CON-0052,299,"$4,460.55","$1,333,705.41",31,02/26/2023,02/13/2023,0,13,3.18%,90,Completed
PO-03502,10/16/2023,SUP-065,CAT-13,BU-06,CON-0041,334,"$12,453.88","$4,159,595.43",5,10/20/2023,10/21/2023,1,-1,1.13%,90,Completed
PO-03503,04/21/2023,SUP-054,CAT-06,BU-03,CON-0029,154,"$14,859.64","$2,288,385.15",9,04/29/2023,04/30/2023,1,-1,2.18%,60,Completed
PO-03504,07/20/2023,SUP-075,CAT-01,BU-01,CON-0104,47,"$35,786.00","$1,681,941.81",7,07/26/2023,07/27/2023,1,-1,5.17%,90,Completed
PO-03505,03/07/2023,SUP-052,CAT-04,BU-01,,260,"$3,280.38","$852,897.93",35,04/10/2023,04/11/2023,1,-1,6.13%,30,Completed
PO-03506,03/07/2023,SUP-063,CAT-13,BU-03,CON-0085,366,"$3,092.21","$1,131,750.68",29,04/05/2023,04/05/2023,1,0,6.98%,60,Completed
PO-03507,03/18/2023,SUP-029,CAT-03,BU-02,CON-0052,411,$506.92,"$208,345.15",6,03/23/2023,03/24/2023,1,-1,2.10%,30,Cancelled
PO-03508,07/19/2023,SUP-061,CAT-14,BU-08,CON-0084,91,"$9,540.00","$868,139.72",10,07/26/2023,07/29/2023,1,-3,1.46%,60,Completed
PO-03509,03/24/2023,SUP-061,CAT-01,BU-05,CON-0104,457,$546.98,"$249,969.38",14,04/05/2023,04/07/2023,1,-2,7.75%,60,Completed
PO-03510,04/23/2023,SUP-057,CAT-13,BU-05,CON-0085,55,"$9,448.39","$519,661.39",4,04/24/2023,04/27/2023,1,-3,1.34%,30,Completed
PO-03511,07/10/2023,SUP-023,CAT-14,BU-04,CON-0084,283,"$4,993.13","$1,413,054.40",3,07/12/2023,07/13/2023,1,-1,1.83%,90,Completed
PO-03512,12/14/2023,SUP-028,CAT-13,BU-01,CON-0041,233,"$9,530.10","$2,220,513.15",4,12/15/2023,12/18/2023,1,-3,1.66%,60,Completed
PO-03513,07/01/2023,SUP-074,CAT-09,BU-06,,36,"$99,592.79","$3,585,340.48",9,07/08/2023,07/10/2023,1,-2,2.27%,60,Pending
PO-03514,01/13/2023,SUP-022,CAT-15,BU-03,,489,"$3,439.52","$1,681,923.67",16,01/26/2023,01/29/2023,1,-3,12.99%,90,Completed
PO-03515,05/03/2023,SUP-036,CAT-02,BU-07,CON-0003,207,"$2,301.56","$476,423.56",16,06/04/2023,05/19/2023,0,16,4.71%,60,Completed
PO-03516,08/02/2023,SUP-037,CAT-04,BU-06,,4,"$158,411.24","$633,644.96",8,08/08/2023,08/10/2023,1,-2,2.07%,90,Completed
PO-03517,07/12/2023,SUP-030,CAT-10,BU-04,CON-0093,364,$73.74,"$26,841.75",4,07/15/2023,07/16/2023,1,-1,2.92%,90,Cancelled
PO-03518,06/27/2023,SUP-074,CAT-14,BU-05,CON-0023,341,"$33,729.59","$11,501,790.01",3,06/29/2023,06/30/2023,1,-1,0.30%,60,Completed
PO-03519,03/05/2023,SUP-004,CAT-07,BU-07,,301,$131.68,"$39,634.67",11,03/13/2023,03/16/2023,1,-3,4.34%,60,Pending
PO-03520,07/27/2023,SUP-026,CAT-12,BU-06,CON-0091,289,$493.46,"$142,608.76",8,08/04/2023,08/04/2023,1,0,2.58%,30,Completed
PO-03521,09/12/2023,SUP-062,CAT-06,BU-05,,448,"$4,530.17","$2,029,516.74",23,10/02/2023,10/05/2023,1,-3,1.19%,60,Completed
PO-03522,08/04/2023,SUP-051,CAT-02,BU-03,CON-0048,159,"$1,328.91","$211,295.95",28,08/29/2023,09/01/2023,1,-3,6.22%,30,Completed
PO-03523,11/27/2023,SUP-003,CAT-06,BU-04,CON-0061,432,"$6,894.59","$2,978,463.36",18,12/14/2023,12/15/2023,1,-1,3.72%,60,Completed
PO-03524,09/21/2023,SUP-021,CAT-01,BU-01,,307,$911.93,"$279,962.13",7,09/26/2023,09/28/2023,1,-2,1.02%,30,Completed
PO-03525,02/12/2023,SUP-014,CAT-09,BU-01,CON-0055,250,$929.49,"$232,372.70",14,02/26/2023,02/26/2023,1,0,2.91%,90,Pending
PO-03526,11/24/2023,SUP-075,CAT-09,BU-03,CON-0073,11,"$12,292.43","$135,216.70",15,12/09/2023,12/09/2023,1,0,5.53%,90,Completed
PO-03527,11/22/2023,SUP-066,CAT-09,BU-05,CON-0073,381,$267.09,"$101,760.01",27,12/19/2023,12/19/2023,1,0,6.49%,30,Completed
PO-03528,06/05/2023,SUP-001,CAT-01,BU-05,CON-0104,16,"$134,003.97","$2,144,063.51",15,06/19/2023,06/20/2023,1,-1,0.68%,90,Completed
PO-03529,10/25/2023,SUP-038,CAT-04,BU-02,,364,"$1,907.90","$694,477.00",15,11/06/2023,11/09/2023,1,-3,2.06%,90,Completed
PO-03530,11/15/2023,SUP-038,CAT-14,BU-06,,189,"$7,540.39","$1,425,134.40",7,11/19/2023,11/22/2023,1,-3,0.15%,90,Completed
PO-03531,12/01/2023,SUP-055,CAT-09,BU-06,CON-0015,470,$567.51,"$266,728.70",15,12/16/2023,12/16/2023,1,0,5.82%,30,Completed
PO-03532,08/07/2023,SUP-053,CAT-13,BU-02,,82,"$539,431.26","$44,233,363.64",23,08/27/2023,08/30/2023,1,-3,6.17%,30,Completed
PO-03533,02/10/2023,SUP-057,CAT-10,BU-01,,252,"$3,495.74","$880,926.74",2,02/09/2023,02/12/2023,1,-3,0.50%,30,Completed
PO-03534,01/11/2023,SUP-042,CAT-09,BU-04,CON-0055,231,$261.36,"$60,375.29",28,02/06/2023,02/08/2023,1,-2,9.55%,60,Completed
PO-03535,02/12/2023,SUP-039,CAT-03,BU-02,,230,"$3,682.14","$846,892.94",26,03/09/2023,03/10/2023,1,-1,4.88%,30,Completed
PO-03536,04/15/2023,SUP-025,CAT-07,BU-04,,317,"$1,178.63","$373,625.72",35,05/21/2023,05/20/2023,0,1,12.13%,90,Completed
PO-03537,08/18/2023,SUP-021,CAT-01,BU-07,CON-0095,416,"$2,358.20","$981,012.19",8,09/08/2023,08/26/2023,0,13,2.99%,30,Completed
PO-03538,07/14/2023,SUP-062,CAT-03,BU-07,,87,"$2,150.36","$187,080.96",17,08/18/2023,07/31/2023,0,18,2.83%,60,Completed
PO-03539,07/24/2023,SUP-010,CAT-12,BU-05,,298,"$1,084.87","$323,291.74",11,08/04/2023,08/04/2023,1,0,2.65%,90,Completed
PO-03540,07/19/2023,SUP-022,CAT-13,BU-07,,172,"$5,678.05","$976,624.26",39,09/05/2023,08/27/2023,0,9,5.86%,90,Completed
PO-03541,04/05/2023,SUP-042,CAT-13,BU-06,,345,"$4,381.70","$1,511,687.30",42,05/31/2023,05/17/2023,0,14,7.05%,60,Completed
PO-03542,05/18/2023,SUP-016,CAT-09,BU-01,CON-0055,310,$484.41,"$150,167.23",39,06/28/2023,06/26/2023,0,2,13.20%,90,Completed
PO-03543,08/01/2023,SUP-056,CAT-01,BU-08,,116,$747.10,"$86,663.23",14,08/14/2023,08/15/2023,1,-1,0.06%,60,Completed
PO-03544,08/21/2023,SUP-061,CAT-12,BU-08,,446,$446.12,"$198,971.58",9,08/27/2023,08/30/2023,1,-3,6.14%,60,Completed
PO-03545,04/28/2023,SUP-063,CAT-01,BU-02,CON-0040,151,"$8,868.32","$1,339,116.61",16,05/13/2023,05/14/2023,1,-1,1.17%,60,Completed
PO-03546,01/04/2023,SUP-040,CAT-15,BU-04,CON-0089,157,$674.81,"$105,945.21",5,01/08/2023,01/09/2023,1,-1,2.24%,30,Completed
PO-03547,08/16/2023,SUP-055,CAT-02,BU-06,CON-0048,93,"$3,765.13","$350,157.33",30,09/13/2023,09/15/2023,1,-2,6.01%,30,Completed
PO-03548,04/09/2023,SUP-030,CAT-10,BU-08,CON-0063,41,"$8,253.81","$338,406.39",11,04/17/2023,04/20/2023,1,-3,0.98%,90,Completed
PO-03549,10/11/2023,SUP-014,CAT-01,BU-05,,458,"$1,207.78","$553,161.13",9,10/18/2023,10/20/2023,1,-2,0.45%,90,Completed
PO-03550,03/17/2023,SUP-057,CAT-14,BU-07,CON-0099,221,$864.00,"$190,944.92",2,03/22/2023,03/19/2023,0,3,1.75%,30,Completed
PO-03551,01/01/2023,SUP-021,CAT-03,BU-05,,227,$380.59,"$86,394.39",15,01/14/2023,01/16/2023,1,-2,4.24%,30,Completed
PO-03552,12/03/2023,SUP-028,CAT-12,BU-02,,97,$972.62,"$94,344.43",7,12/10/2023,12/10/2023,1,0,2.15%,60,Completed
PO-03553,03/24/2023,SUP-072,CAT-01,BU-03,CON-0040,237,"$1,209.21","$286,581.92",27,04/26/2023,04/20/2023,0,6,3.30%,60,Completed
PO-03554,01/15/2023,SUP-069,CAT-04,BU-08,CON-0062,144,"$4,517.24","$650,482.87",17,02/15/2023,02/01/2023,0,14,7.10%,90,Completed
PO-03555,11/07/2023,SUP-009,CAT-07,BU-02,CON-0077,119,"$2,235.56","$266,031.46",30,12/08/2023,12/07/2023,0,1,3.17%,90,Completed
PO-03556,09/17/2023,SUP-078,CAT-14,BU-05,,281,"$1,292.19","$363,105.71",28,10/12/2023,10/15/2023,1,-3,3.83%,30,Completed
PO-03557,05/01/2023,SUP-067,CAT-03,BU-01,CON-0052,318,$929.68,"$295,638.15",2,05/01/2023,05/03/2023,1,-2,0.84%,30,Completed
PO-03558,07/26/2023,SUP-024,CAT-14,BU-03,CON-0084,18,"$21,131.78","$380,372.08",44,09/26/2023,09/08/2023,0,18,8.49%,30,Completed
PO-03559,10/14/2023,SUP-026,CAT-01,BU-02,,44,"$10,708.16","$471,158.87",13,10/25/2023,10/27/2023,1,-2,6.34%,30,Completed
PO-03560,08/07/2023,SUP-067,CAT-10,BU-01,CON-0063,269,"$16,933.76","$4,555,180.38",14,08/20/2023,08/21/2023,1,-1,1.70%,30,Completed
PO-03561,11/13/2023,SUP-037,CAT-01,BU-08,CON-0103,288,"$1,560.20","$449,338.41",13,12/14/2023,11/26/2023,0,18,2.43%,90,Completed
PO-03562,07/08/2023,SUP-061,CAT-14,BU-03,CON-0082,400,"$2,658.43","$1,063,373.19",24,07/29/2023,08/01/2023,1,-3,3.55%,60,Completed
PO-03563,05/22/2023,SUP-075,CAT-09,BU-03,CON-0079,103,"$9,923.08","$1,022,077.31",19,06/10/2023,06/10/2023,1,0,1.36%,90,Completed
PO-03564,01/17/2023,SUP-040,CAT-04,BU-02,CON-0062,7,"$87,800.59","$614,604.14",4,01/20/2023,01/21/2023,1,-1,1.79%,30,Cancelled
PO-03565,04/06/2023,SUP-053,CAT-15,BU-05,CON-0038,128,$49.08,"$6,282.83",33,05/09/2023,05/09/2023,1,0,9.44%,30,Completed
PO-03566,03/17/2023,SUP-032,CAT-08,BU-08,CON-0028,464,$870.31,"$403,824.90",12,03/26/2023,03/29/2023,1,-3,2.33%,60,Completed
PO-03567,08/26/2023,SUP-024,CAT-02,BU-08,CON-0057,179,$405.18,"$72,528.08",22,09/15/2023,09/17/2023,1,-2,12.93%,30,Completed
PO-03568,06/17/2023,SUP-020,CAT-13,BU-04,CON-0085,154,"$2,879.00","$443,366.64",23,07/07/2023,07/10/2023,1,-3,3.38%,30,Completed
PO-03569,10/22/2023,SUP-021,CAT-12,BU-04,,283,$873.16,"$247,103.50",7,10/28/2023,10/29/2023,1,-1,3.70%,30,Cancelled
PO-03570,08/03/2023,SUP-036,CAT-02,BU-02,CON-0057,54,"$71,833.70","$3,879,019.85",43,09/17/2023,09/15/2023,0,2,14.85%,60,Completed
PO-03571,12/14/2023,SUP-017,CAT-02,BU-05,CON-0046,110,"$2,604.76","$286,523.29",21,01/04/2024,01/04/2024,1,0,5.92%,60,Completed
PO-03572,09/08/2023,SUP-017,CAT-04,BU-08,CON-0072,389,$139.28,"$54,178.27",13,09/20/2023,09/21/2023,1,-1,5.48%,60,Completed
PO-03573,11/14/2023,SUP-072,CAT-13,BU-01,CON-0096,304,"$5,761.67","$1,751,548.18",32,12/14/2023,12/16/2023,1,-2,14.50%,60,Completed
PO-03574,09/23/2023,SUP-032,CAT-04,BU-04,CON-0072,441,$870.26,"$383,783.33",10,10/01/2023,10/03/2023,1,-2,1.03%,60,Completed
PO-03575,06/23/2023,SUP-064,CAT-12,BU-06,CON-0091,212,"$1,495.53","$317,052.01",9,06/30/2023,07/02/2023,1,-2,4.08%,30,Completed
PO-03576,09/19/2023,SUP-022,CAT-01,BU-04,CON-0104,137,$984.01,"$134,809.71",25,10/13/2023,10/14/2023,1,-1,12.99%,90,Completed
PO-03577,12/21/2023,SUP-008,CAT-14,BU-03,,317,"$2,572.30","$815,418.08",17,01/26/2024,01/07/2024,0,19,4.89%,60,Completed
PO-03578,03/13/2023,SUP-014,CAT-14,BU-01,CON-0088,83,"$14,439.07","$1,198,442.42",11,03/22/2023,03/24/2023,1,-2,2.50%,90,Completed
PO-03579,07/27/2023,SUP-004,CAT-08,BU-05,,224,$821.58,"$184,034.81",26,09/09/2023,08/22/2023,0,18,7.56%,60,Completed
PO-03580,04/13/2023,SUP-041,CAT-10,BU-06,CON-0063,53,"$4,583.85","$242,944.03",34,06/01/2023,05/17/2023,0,15,14.02%,60,Cancelled
PO-03581,09/16/2023,SUP-065,CAT-07,BU-04,CON-0077,319,$947.49,"$302,250.22",6,09/22/2023,09/22/2023,1,0,2.38%,90,Completed
PO-03582,08/06/2023,SUP-046,CAT-13,BU-01,,187,"$27,588.63","$5,159,073.69",26,08/31/2023,09/01/2023,1,-1,9.26%,60,Completed
PO-03583,09/05/2023,SUP-072,CAT-01,BU-02,CON-0104,402,"$3,690.84","$1,483,718.99",25,09/29/2023,09/30/2023,1,-1,14.89%,60,Completed
PO-03584,10/17/2023,SUP-037,CAT-08,BU-02,,383,$727.88,"$278,777.27",8,10/29/2023,10/25/2023,0,4,1.22%,90,Completed
PO-03585,03/22/2023,SUP-009,CAT-04,BU-06,,11,"$9,058.32","$99,641.52",40,05/11/2023,05/01/2023,0,10,6.50%,90,Completed
PO-03586,06/20/2023,SUP-060,CAT-14,BU-02,CON-0084,459,$855.31,"$392,585.35",19,07/24/2023,07/09/2023,0,15,3.30%,60,Completed
PO-03587,05/26/2023,SUP-047,CAT-13,BU-05,CON-0085,397,"$5,638.89","$2,238,639.02",12,06/06/2023,06/07/2023,1,-1,2.36%,90,Completed
PO-03588,01/18/2023,SUP-021,CAT-08,BU-05,CON-0119,194,"$3,229.52","$626,526.29",30,02/14/2023,02/17/2023,1,-3,4.60%,30,Completed
PO-03589,12/17/2023,SUP-072,CAT-13,BU-01,,115,"$138,864.01","$15,969,361.32",45,01/31/2024,01/31/2024,1,0,6.12%,60,Pending
PO-03590,03/26/2023,SUP-050,CAT-09,BU-02,CON-0055,444,$537.27,"$238,546.05",12,04/05/2023,04/07/2023,1,-2,7.15%,90,Completed
PO-03591,03/23/2023,SUP-038,CAT-07,BU-05,,44,"$9,369.38","$412,252.92",14,04/05/2023,04/06/2023,1,-1,0.99%,90,Completed
PO-03592,09/20/2023,SUP-077,CAT-13,BU-01,CON-0096,401,"$2,976.28","$1,193,487.32",24,10/12/2023,10/14/2023,1,-2,1.40%,60,Completed
PO-03593,03/14/2023,SUP-045,CAT-14,BU-08,CON-0082,56,"$159,475.43","$8,930,623.92",14,03/25/2023,03/28/2023,1,-3,0.71%,90,Completed
PO-03594,07/16/2023,SUP-049,CAT-06,BU-08,CON-0109,381,"$5,755.10","$2,192,691.50",11,07/25/2023,07/27/2023,1,-2,2.90%,30,Completed
PO-03595,07/16/2023,SUP-028,CAT-11,BU-08,,400,$54.16,"$21,662.13",9,07/22/2023,07/25/2023,1,-3,2.43%,60,Cancelled
PO-03596,07/20/2023,SUP-040,CAT-09,BU-06,,361,$47.71,"$17,223.97",11,07/30/2023,07/31/2023,1,-1,2.71%,30,Completed
PO-03597,07/24/2023,SUP-068,CAT-03,BU-03,,143,"$1,381.50","$197,554.49",45,09/07/2023,09/07/2023,1,0,7.64%,90,Completed
PO-03598,10/18/2023,SUP-067,CAT-10,BU-07,CON-0093,266,"$14,432.66","$3,839,087.34",8,10/23/2023,10/26/2023,1,-3,2.96%,30,Completed
PO-03599,02/18/2023,SUP-031,CAT-13,BU-06,CON-0096,405,"$8,450.96","$3,422,638.27",6,02/23/2023,02/24/2023,1,-1,0.56%,30,Pending
PO-03600,11/05/2023,SUP-047,CAT-15,BU-05,,211,$760.53,"$160,472.49",9,11/13/2023,11/14/2023,1,-1,2.77%,90,Completed
PO-03601,04/06/2024,SUP-071,CAT-02,BU-08,,47,"$1,183.46","$55,622.59",26,04/29/2024,05/02/2024,1,-3,7.52%,60,Completed
PO-03602,07/01/2024,SUP-031,CAT-01,BU-08,CON-0103,268,"$57,240.08","$15,340,341.94",11,07/09/2024,07/12/2024,1,-3,2.03%,30,Cancelled
PO-03603,11/21/2024,SUP-048,CAT-03,BU-08,,184,$66.08,"$12,158.70",7,11/26/2024,11/28/2024,1,-2,6.87%,30,Completed
PO-03604,03/06/2024,SUP-042,CAT-06,BU-07,CON-0061,245,"$12,397.26","$3,037,327.49",37,04/25/2024,04/12/2024,0,13,12.77%,60,Pending
PO-03605,05/16/2024,SUP-062,CAT-13,BU-02,CON-0041,377,"$6,850.94","$2,582,803.26",23,06/08/2024,06/08/2024,1,0,7.31%,60,Completed
PO-03606,06/25/2024,SUP-072,CAT-02,BU-07,,481,$690.16,"$331,964.79",21,07/16/2024,07/16/2024,1,0,4.56%,60,Completed
PO-03607,03/20/2024,SUP-067,CAT-09,BU-07,CON-0073,423,$302.62,"$128,006.89",6,03/26/2024,03/26/2024,1,0,0.09%,30,Completed
PO-03608,02/13/2024,SUP-039,CAT-11,BU-05,CON-0001,333,$148.02,"$49,291.53",17,02/28/2024,03/01/2024,1,-2,1.76%,30,Completed
PO-03609,07/06/2024,SUP-007,CAT-13,BU-01,,316,"$11,275.41","$3,563,028.74",22,08/14/2024,07/28/2024,0,17,4.96%,90,Cancelled
PO-03610,11/01/2024,SUP-076,CAT-14,BU-03,CON-0082,14,"$34,903.38","$488,647.34",24,12/08/2024,11/25/2024,0,13,9.30%,90,Completed
PO-03611,12/20/2024,SUP-006,CAT-04,BU-01,CON-0043,403,"$2,101.00","$846,701.54",43,01/31/2025,02/01/2025,1,-1,3.17%,90,Completed
PO-03612,02/04/2024,SUP-041,CAT-05,BU-08,CON-0016,217,$585.61,"$127,078.05",31,03/03/2024,03/06/2024,1,-3,10.82%,60,Completed
PO-03613,11/15/2024,SUP-074,CAT-15,BU-04,,224,$263.32,"$58,984.15",15,11/28/2024,11/30/2024,1,-2,0.06%,60,Completed
PO-03614,10/09/2024,SUP-042,CAT-01,BU-08,CON-0095,368,$697.64,"$256,731.55",36,12/03/2024,11/14/2024,0,19,13.09%,60,Completed
PO-03615,12/25/2024,SUP-047,CAT-07,BU-01,,158,"$5,416.59","$855,821.17",9,01/03/2025,01/03/2025,1,0,7.21%,90,Completed
PO-03616,01/21/2024,SUP-053,CAT-07,BU-06,CON-0077,190,$716.97,"$136,225.00",37,03/10/2024,02/27/2024,0,12,6.38%,30,Completed
PO-03617,01/05/2024,SUP-008,CAT-10,BU-04,CON-0063,346,"$1,165.61","$403,301.54",12,01/16/2024,01/17/2024,1,-1,5.72%,60,Pending
PO-03618,04/20/2024,SUP-066,CAT-08,BU-03,CON-0008,424,"$1,523.21","$645,841.70",17,05/18/2024,05/07/2024,0,11,7.14%,30,Completed
PO-03619,08/27/2024,SUP-024,CAT-14,BU-06,CON-0082,343,$811.66,"$278,398.69",42,10/05/2024,10/08/2024,1,-3,8.96%,30,Completed
